saddr,daddr,proto,src_mac,dst_mac,sport,dport,flag,N_IN_Conn_P_SrcIP,N_IN_Conn_P_DstIP,length,time,datarate,dns,scan
210.117.181.96,24.252.235.135,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,71.63.58.175,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,151.95.48.139,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,27.79.193.240,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,169.130.185.177,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,208.40.59.57,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,209.193.61.25,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,2323,2,8873,1,40,1,40.0,0,0
210.117.181.96,109.27.42.250,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,63.7.90.12,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,97.211.248.10,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,191.252.210.160,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,208.211.161.128,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,106.142.241.127,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,103.211.39.104,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,123.147.84.52,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,110.167.96.148,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,212.45.74.237,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,2323,2,8873,1,40,1,40.0,0,0
210.117.181.96,5.12.218.233,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,146.14.181.133,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,202.111.217.20,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,186.82.47.96,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,180.16.99.195,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,13.71.244.73,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,64.215.76.82,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,177.89.101.73,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,50.74.80.120,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,97.43.68.115,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,2323,2,8873,1,40,1,40.0,0,0
210.117.181.96,60.139.72.177,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,32.3.59.149,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,39.210.68.131,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,146.252.234.0,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,1.222.124.214,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,74.73.99.226,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,59.231.186.198,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,72.172.221.90,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,216.212.147.136,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,175.137.19.249,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,2323,2,8873,1,40,1,40.0,0,0
210.117.181.96,77.255.124.125,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,74.84.82.136,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,83.20.27.135,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,213.134.15.63,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,207.207.250.69,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
60.139.72.177,210.117.181.96,0,bc:e7:12:22:12:67,70:5d:cc:57:c7:b5,23,22733,20,1,173,40,1,40.0,0,1
210.117.181.96,150.195.218.8,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,121.88.230.102,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,48.185.251.245,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,47.210.168.223,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,189.48.47.196,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,2323,2,8873,1,40,1,40.0,0,0
210.117.181.96,46.232.226.88,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,176.45.109.31,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,181.186.245.18,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,138.58.63.64,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,74.134.134.131,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,217.224.51.202,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,220.252.140.110,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,190.208.162.5,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,2323,2,8873,1,40,1,40.0,0,0
210.117.181.96,220.210.208.245,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,189.90.90.160,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,19.166.97.178,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,87.140.105.1,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,51.159.226.217,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,66.56.31.66,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,144.202.34.142,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,147.30.236.242,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,183.29.103.145,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,53.38.201.76,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,2323,2,8873,1,40,1,40.0,0,0
210.117.181.96,211.168.203.41,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,96.244.185.3,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,218.253.195.12,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,146.173.59.12,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,179.140.102.17,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,81.197.18.53,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,178.3.218.86,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,162.138.240.46,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,103.42.145.30,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,99.98.87.102,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,2323,2,8873,1,40,1,40.0,0,0
210.117.181.96,179.134.163.234,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,194.54.216.0,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,207.142.65.20,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,9.228.29.73,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,19.132.105.242,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,46.216.120.148,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,92.80.184.38,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,159.131.37.88,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,2323,2,8873,1,40,1,40.0,0,0
210.117.181.96,217.182.46.54,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,68.84.132.173,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,188.94.13.138,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,122.188.174.36,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,108.155.178.35,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,87.238.248.183,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,210.98.116.205,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,218.4.233.247,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,212.171.171.29,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,57.89.183.201,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,115.123.7.246,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,61.233.37.119,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,205.26.152.117,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,81.30.148.103,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,4.241.234.176,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,2323,2,8873,1,40,1,40.0,0,0
210.117.181.96,97.190.115.75,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,181.240.49.57,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,192.128.118.37,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,72.246.200.66,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,154.195.77.112,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,151.73.50.69,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,172.159.46.219,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,166.190.141.32,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,129.75.119.68,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,83.245.201.223,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,2323,2,8873,1,40,1,40.0,0,0
210.117.181.96,205.183.114.145,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,166.243.134.115,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,105.208.47.38,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,45.42.70.46,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,156.60.112.106,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,43.50.219.194,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,216.115.123.101,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,68.96.77.199,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,188.13.211.55,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,164.137.248.110,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,2323,2,8873,1,40,1,40.0,0,0
154.195.77.112,210.117.181.96,0,bc:e7:12:22:12:67,70:5d:cc:57:c7:b5,23,22733,20,1,173,40,1,40.0,0,1
210.117.181.96,49.13.15.20,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,129.254.55.122,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,37.242.17.247,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,194.182.164.12,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,52.122.19.55,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,41.18.55.213,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,63.209.9.87,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,97.187.20.224,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,35.198.230.72,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,165.192.113.122,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,2323,2,8873,1,40,1,40.0,0,0
210.117.181.96,168.62.37.174,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,206.98.96.184,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,123.49.96.142,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,213.11.190.126,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,164.26.172.68,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,84.122.27.31,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,195.196.26.197,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,111.137.216.3,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,120.141.106.26,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,210.125.144.182,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,2323,2,8873,1,40,1,40.0,0,0
210.117.181.96,98.227.196.139,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,47.161.230.128,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,90.76.49.227,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,220.78.60.209,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,89.247.169.7,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,126.90.152.77,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,117.53.19.195,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,164.163.237.51,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,197.157.26.193,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,14.227.175.138,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,2323,2,8873,1,40,1,40.0,0,0
210.117.181.96,137.34.138.40,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,44.253.242.229,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,154.136.58.250,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,176.146.168.30,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,91.175.68.60,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,38.254.66.250,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,175.148.187.208,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,117.241.135.71,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,48.251.3.100,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
81.30.148.103,210.117.181.96,0,bc:e7:12:22:12:67,70:5d:cc:57:c7:b5,23,22733,20,1,173,40,1,40.0,0,1
210.117.181.96,189.28.6.122,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,2323,2,8873,1,40,1,40.0,0,0
210.117.181.96,17.31.117.225,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,35.151.112.59,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,9.63.33.240,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,42.19.51.215,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,212.16.10.223,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,195.213.251.23,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,106.205.144.19,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,23.204.129.49,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,108.40.18.251,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,196.97.155.214,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,2323,2,8873,1,40,1,40.0,0,0
210.117.181.96,202.236.74.48,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,136.184.29.251,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,109.200.201.148,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,4.63.239.202,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,189.68.139.99,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,84.91.64.101,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,97.101.164.62,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,216.74.4.44,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,149.137.178.160,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,51.62.139.42,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,2323,2,8873,1,40,1,40.0,0,0
210.117.181.96,35.54.88.118,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,209.69.67.75,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,148.12.252.15,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,172.68.28.144,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,1.25.59.111,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,129.132.114.219,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,52.98.114.141,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,76.16.86.167,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,159.58.168.55,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,12.97.160.69,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,155.132.248.255,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
210.117.181.96,112.136.54.174,0,70:5d:cc:57:c7:b5,bc:e7:12:22:12:67,22733,23,2,8873,1,40,1,40.0,0,0
